index,Name,Link,HighSchool,City,State,Position,Height,Weight,Rating,NatRank,PosRank,StateRank,ClassYear
716,Greg Brown,https://247sports.com/Player/Greg-Brown-56927,Cedar Hill,Cedar Hill,TX,DB,5-11,164,0.8528,718,54,109,2008
717,Brendan Kelly,https://247sports.com/Player/Brendan-Kelly-5234,Academy Of Holy Angels,Minneapolis,MN,DL,6-6,225,0.8528,719,38,5,2008
718,Jeremy Longo,https://247sports.com/Player/Jeremy-Longo-5066,Cardinal Gibbons,Fort Lauderdale,FL,DL,6-5,212,0.8528,720,21,94,2008
719,Peters Drey,https://247sports.com/Player/Peters-Drey-55143,McGill Toolen,Mobile,AL,OL,6-5,260,0.8528,721,61,32,2008
720,Justin Blackmon,https://247sports.com/Player/Justin-Blackmon-56821,Plainview,Ardmore,OK,WR,6-2,190,0.8528,722,81,12,2008
721,Jordan Brewer,https://247sports.com/Player/Jordan-Brewer-55134,Carmel,Carmel,IN,TE,6-6,220,0.8528,723,33,7,2008
722,Khalif Staten,https://247sports.com/Player/Khalif-Staten-56710,Abraham Lincoln,Brooklyn,NY,WR,6-3,219,0.8528,724,82,4,2008
723,Colin Shumate,https://247sports.com/Player/Colin-Shumate-56785,Las Vegas,Las Vegas,NV,LB,6-1,222,0.8528,725,37,6,2008
724,Chance Blackmon,https://247sports.com/Player/Chance-Blackmon-55395,Tatum,Tatum,TX,WR,6-3,185,0.8528,726,83,110,2008
725,Jamal Wilson,https://247sports.com/Player/Jamal-Wilson-56478,Oscar Smith,Chesapeake,VA,WR,5-11,176,0.8528,727,84,26,2008
726,Jeff Braun,https://247sports.com/Player/Jeff-Braun-18900,Winters Mill,Westminster,MD,OL,6-4,300,0.8528,728,54,11,2008
727,Jarred Holley,https://247sports.com/Player/Jarred-Holley-24413,Easton Area,Easton,PA,DB,5-10,175,0.8517,729,55,27,2008
728,Blake Chavis,https://247sports.com/Player/Blake-Chavis-54860,Westbrook School,Westbrook,TX,DL,6-5,230,0.8516,730,39,111,2008
729,George White,https://247sports.com/Player/George-White-54980,Harmony Community School,Cincinnati,OH,LB,5-2,252,0.8516,731,38,32,2008
730,Rocko Khoury,https://247sports.com/Player/Rocko-Khoury-16230,Traverse City West,Traverse City,MI,OL,6-6,280,0.8514,732,62,16,2008
731,Kendrick Presley,https://247sports.com/Player/Kendrick-Presley-55852,Kosciusko,Kosciusko,MS,RB,6-1,189,0.8514,733,44,15,2008
732,Aldon Smith,https://247sports.com/Player/Aldon-Smith-54962,Raytown,Kansas City,MO,DL,6-5,235,0.8514,734,40,10,2008
733,Nick Halloran,https://247sports.com/Player/Nick-Halloran-56538,Buckingham Browne & Nichols School,Cambridge,MA,DL,6-6,260,0.8514,735,41,2,2008
734,Brad Smelley,https://247sports.com/Player/Brad-Smelley-10773,American Christian,Tuscaloosa,AL,TE,6-3,229,0.851,736,34,33,2008
735,Tim Dandridge,https://247sports.com/Player/Tim-Dandridge-55342,Highland Park Community,Highland Park,MI,DB,6-1,175,0.851,737,56,17,2008
736,Blake Cantu,https://247sports.com/Player/Blake-Cantu-15725,Southlake Carroll,Southlake,TX,WR,6-0,191,0.851,738,85,112,2008
737,Deleon Eskridge,https://247sports.com/Player/Deleon-Eskridge-55346,Junipero Serra,San Mateo,CA,RB,5-11,181,0.851,738,16,81,2008
738,Toa Tuitea,https://247sports.com/Player/Toa-Tuitea-56032,Westminster,Westminster,CA,DL,6-4,250,0.851,740,42,82,2008
739,Pete Massaro,https://247sports.com/Player/Pete-Massaro-5407,Marple Newtown,Newtown Square,PA,DL,6-4,255,0.851,741,22,28,2008
740,Fred Sykes,https://247sports.com/Player/Fred-Sykes-5641,Unknown,Nashville,TN,WR,6-0,190,0.851,742,86,20,2008
741,Jelani Smith,https://247sports.com/Player/Jelani-Smith-54880,Abbeville,Abbeville,LA,LB,6-1,207,0.851,743,39,27,2008
742,Dennis Johnson,https://247sports.com/Player/Dennis-Johnson-14096,Arkansas,Texarkana,AR,RB,5-9,213,0.851,744,63,10,2008
743,Daniel Bryant,https://247sports.com/Player/Daniel-Bryant-56840,Lawton Chiles,Tallahassee,FL,WR,6-2,185,0.851,745,87,95,2008
744,Dominique Blackman,https://247sports.com/Player/Dominique-Blackman-56406,Carson,Carson,CA,QB,6-5,242,0.851,746,27,83,2008
745,Gary Tinsley,https://247sports.com/Player/Gary-Tinsley-55458,First Coast,Jacksonville,FL,LB,6-1,220,0.851,747,40,96,2008
746,Marcus Wright,https://247sports.com/Player/Marcus-Wright-5995,Reagan,San Antonio,TX,RB,5-6,163,0.851,748,64,113,2008
747,Cartier Rice,https://247sports.com/Player/Cartier-Rice-6183,Byrnes,Duncan,SC,DB,5-10,182,0.851,749,57,18,2008
748,Scott Betros,https://247sports.com/Player/Scott-Betros-15856,The Bolles School,Jacksonville,FL,LB,6-1,230,0.851,750,41,97,2008
749,Harold Bernard,https://247sports.com/Player/Harold-Bernard-55621,Chandler,Chandler,AZ,WR,6-1,170,0.851,751,45,14,2008
750,Jay Hollingsworth,https://247sports.com/Player/Jay-Hollingsworth-55156,Lee County,Sanford,NC,RB,5-11,180,0.851,752,65,23,2008
751,Jerrell Jackson,https://247sports.com/Player/Jerrell-Jackson-54911,Davis,Houston,TX,QB,6-2,180,0.851,753,46,114,2008
752,Jeremy Gray,https://247sports.com/Player/Jeremy-Gray-56859,Sherman,Sherman,TX,DL,6-7,240,0.851,754,43,115,2008
753,Damion Dixon,https://247sports.com/Player/Damion-Dixon-55168,Port Allen,Port Allen,LA,WR,6-4,186,0.851,755,88,28,2008
754,Shaun Prater,https://247sports.com/Player/Shaun-Prater-56702,Central,Omaha,NE,DB,5-10,159,0.851,756,58,6,2008
755,Luther Leonard,https://247sports.com/Player/Luther-Leonard-56426,Evergreen,Burien,WA,QB,6-2,190,0.851,757,13,14,2008
756,Joel Ross,https://247sports.com/Player/Joel-Ross-55856,Vandebilt Catholic,Houma,LA,DL,6-1,312,0.851,758,52,29,2008
757,Roy Mangram,https://247sports.com/Player/Roy-Mangram-55323,Glynn Academy,Brunswick,GA,DB,6-2,190,0.851,759,63,49,2008
758,O'Neil Chambers,https://247sports.com/Player/ONeil-Chambers-56958,Harmony,Saint Cloud,FL,WR,6-1,199,0.851,760,89,98,2008
759,Jake McDonough,https://247sports.com/Player/Jake-McDonough-55448,Valley,West Des Moines,IA,DL,6-6,238,0.851,761,44,4,2008
760,D'Antoine Hood,https://247sports.com/Player/DAntoine-Hood-54767,Central,Phenix City,AL,DB,5-9,185,0.851,762,59,34,2008
761,Jake Current,https://247sports.com/Player/Jake-Current-5196,Troy,Troy,OH,OL,6-3,270,0.851,763,13,33,2008
762,Jomarcus Savage,https://247sports.com/Player/Jomarcus-Savage-54805,J.O. Johnson,Huntsville,AL,DL,6-2,260,0.8497,764,53,35,2008
763,Logan Dold,https://247sports.com/Player/Logan-Dold-56701,Garden Plain,Garden Plain,KS,WR,6-1,200,0.8497,765,47,8,2008
764,Tony Gregory,https://247sports.com/Player/Tony-Gregory-19032,First Colonial,Virginia Beach,VA,RB,6-0,180,0.8497,766,66,27,2008
765,Quin Sanford,https://247sports.com/Player/Quin-Sanford-55860,South Panola,Batesville,MS,OL,6-1,295,0.8497,767,55,16,2008
766,Kermit Tyler,https://247sports.com/Player/Kermit-Tyler-54983,L.W. Higgins,Marrero,LA,OL,6-5,290,0.8497,768,56,30,2008
767,Jharron Armstrong,https://247sports.com/Player/Jharron-Armstrong-56812,Dunbar,Washington,DC,WR,6-2,187,0.8497,769,48,3,2008
768,Donovan Varner,https://247sports.com/Player/Donovan-Varner-31651,Gulliver Prep,Miami,FL,WR,5-9,160,0.8493,770,90,99,2008
769,Drew Temple,https://247sports.com/Player/Drew-Temple-54976,Rockhurst,Kansas City,MO,RB,5-9,186,0.8483,771,67,11,2008
770,Glenn Winston,https://247sports.com/Player/Glenn-Winston-55954,Denby,Detroit,MI,WR,6-1,213,0.8479,772,49,18,2008
771,Jerome Tiller,https://247sports.com/Player/Jerome-Tiller-55462,Lee,San Antonio,TX,QB,6-3,184,0.8479,773,14,116,2008
772,Clint Floyd,https://247sports.com/Player/Clint-Floyd-55989,Crenshaw,Los Angeles,CA,WR,5-10,172,0.8479,774,91,84,2008
773,Steven Osborne,https://247sports.com/Player/Steven-Osborne-11701,South Garland,Garland,TX,WR,6-4,182,0.8479,775,92,117,2008
774,Leonard Johnson,https://247sports.com/Player/Leonard-Johnson-55436,Largo,Largo,FL,WR,5-10,177,0.8479,776,50,100,2008
775,Ted Stachitas,https://247sports.com/Player/Ted-Stachitas-15833,Nease,Ponte Vedra Beach,FL,QB,6-1,195,0.8479,777,15,101,2008
776,Chris Hayden-Martin,https://247sports.com/Player/Chris-Hayden-Martin-56549,Greensburg Central Catholic,Greensburg,PA,DB,6-1,190,0.8479,778,60,29,2008
777,Eddie Brown Jr.,https://247sports.com/Player/Eddie-Brown-Jr-5249,Waller,Waller,TX,DL,6-0,295,0.8479,779,54,118,2008
778,Kevin Green,https://247sports.com/Player/Kevin-Green-55152,James Rickards,Tallahassee,FL,DB,5-11,169,0.8479,780,61,102,2008
779,Ben Bartholomew,https://247sports.com/Player/Ben-Bartholomew-12756,Montgomery Bell Academy,Nashville,TN,FB,6-2,251,0.8479,781,4,21,2008
780,Embry Peeples,https://247sports.com/Player/Embry-Peeples-5961,Dr. Phillips,Orlando,FL,RB,5-8,165,0.8479,782,68,103,2008
781,Brynden Trawick,https://247sports.com/Player/Brynden-Trawick-55957,Sprayberry,Marietta,GA,DB,6-3,213,0.8479,783,64,50,2008
782,Khiry Battle,https://247sports.com/Player/Khiry-Battle-54867,Dacula,Dacula,GA,DB,5-11,203,0.8479,784,65,51,2008
783,Mike Shanahan,https://247sports.com/Player/Mike-Shanahan-55235,Norwin,Irwin,PA,WR,6-4,197,0.8479,785,93,30,2008
784,Gary Douglas,https://247sports.com/Player/Gary-Douglas-55524,Hillside,Durham,NC,RB,6-0,177,0.8479,786,69,24,2008
785,Ter'Ran Benton,https://247sports.com/Player/TerRan-Benton-55407,Mansfield Summit,Arlington,TX,DB,5-11,175,0.8479,787,62,119,2008
786,Brad Nortman,https://247sports.com/Player/Brad-Nortman-5235,Brookfield Central,Brookfield,WI,K,6-3,208,0.8479,788,4,4,2008
787,Derek Tuimauga,https://247sports.com/Player/Derek-Tuimauga-56260,Bingham,South Jordan,UT,OL,6-3,332,0.8479,789,57,6,2008
788,Austin Johnson,https://247sports.com/Player/Austin-Johnson-8456,Hickory,Hickory,NC,LB,6-2,231,0.8479,790,42,25,2008
789,Aaron Buckley,https://247sports.com/Player/Aaron-Buckley-54857,Palacios,Palacios,TX,LB,6-1,225,0.8479,791,43,120,2008
790,Jimmy Miller,https://247sports.com/Player/Jimmy-Miller-56780,Mullen,Denver,CO,OL,6-3,297,0.8479,792,58,9,2008
791,James Vandenberg,https://247sports.com/Player/James-Vandenberg-13834,Keokuk,Keokuk,IA,QB,6-3,212,0.8479,793,28,5,2008
792,Justin Horton,https://247sports.com/Player/Justin-Horton-56873,Henderson,Henderson,TX,TE,6-4,220,0.8465,794,35,121,2008
793,Nigel Nicholas,https://247sports.com/Player/Nigel-Nicholas-56895,Ridgeland,Rossville,GA,TE,6-3,247,0.8465,795,36,52,2008
794,Tim Hodgdon,https://247sports.com/Player/Tim-Hodgdon-56099,Tesoro,Rancho Santa Margarita,CA,OL,6-3,272,0.8465,796,59,85,2008
795,Steven Fowlkes,https://247sports.com/Player/Steven-Fowlkes-18464,Banneker,Atlanta,GA,QB,6-5,220,0.8465,797,51,53,2008
796,Dominique Austin,https://247sports.com/Player/Dominique-Austin-4678,Bishop Amat,La Puente,CA,DL,6-4,292,0.8465,798,55,86,2008
797,Nate Palmer,https://247sports.com/Player/Nate-Palmer-56429,Simeon,Chicago,IL,LB,6-3,228,0.8463,799,58,15,2008
798,Erik Smith,https://247sports.com/Player/Erik-Smith-56263,Bolingbrook,Bolingbrook,IL,RB,5-11,185,0.8462,800,70,16,2008
799,Blake Gideon,https://247sports.com/Player/Blake-Gideon-55545,Leander,Leander,TX,DB,6-1,189,0.8462,801,66,122,2008
800,Byran Jones,https://247sports.com/Player/Byran-Jones-56739,Forrest,Jacksonville,FL,DL,6-3,325,0.8462,802,56,104,2008
801,Ryan Griffin,https://247sports.com/Player/Ryan-Griffin-31668,Chaminade,West Hills,CA,QB,6-4,207,0.8462,803,29,87,2008
802,Aljoshua Tillman,https://247sports.com/Player/Aljoshua-Tillman-55861,Franklin,Meadville,MS,DL,6-4,245,0.8451,804,45,17,2008
803,Quentin Toailoa,https://247sports.com/Player/Quentin-Toailoa-55679,Redlands East Valley,Redlands,CA,DL,6-5,275,0.8451,805,57,88,2008
804,Corey Grissom,https://247sports.com/Player/Corey-Grissom-56878,Troup County,Lagrange,GA,DL,6-2,275,0.8451,806,58,54,2008
805,Justin Tuggle,https://247sports.com/Player/Justin-Tuggle-56609,Northview,Duluth,GA,QB,6-3,205,0.8451,807,30,55,2008
806,Ike Iloegbu,https://247sports.com/Player/Ike-Iloegbu-55307,Harmony Community School,Cincinnati,OH,DB,6-1,185,0.8448,808,63,34,2008
807,Taylor Loftley,https://247sports.com/Player/Taylor-Loftley-55055,Chamblee Charter,Atlanta,GA,DL,6-2,247,0.8448,809,46,56,2008
808,Jack Elway,https://247sports.com/Player/Jack-Elway-55987,Cherry Creek,Englewood,CO,QB,6-2,197,0.8448,810,31,10,2008
809,Justin Lewis,https://247sports.com/Player/Justin-Lewis-55559,Johnsonville,Johnsonville,SC,OL,6-4,315,0.8448,811,60,19,2008
810,Manny Williams,https://247sports.com/Player/Manny-Williams-55243,Clairton,Clairton,PA,LB,6-1,205,0.8448,812,59,31,2008
811,Mychal Rivera,https://247sports.com/Player/Mychal-Rivera-2774,Birmingham,Valencia,CA,TE,6-4,230,0.8448,813,37,89,2008
812,Tramain Thomas,https://247sports.com/Player/Tramain-Thomas-14217,East Chambers,Winnie,TX,DB,6-0,204,0.8448,814,67,123,2008
813,J.T. Floyd,https://247sports.com/Player/JT-Floyd-16138,J L Mann,Greenville,SC,DB,6-0,179,0.8448,815,64,20,2008
814,D.L. Moore,https://247sports.com/Player/DL-Moore-6914,Bowling Green,Bowling Green,KY,WR,6-4,180,0.8448,816,94,4,2008
815,DaWaylon Cook,https://247sports.com/Player/DaWaylon-Cook-56922,W W Samuell,Dallas,TX,QB,6-2,187,0.8448,817,52,124,2008
816,R.J. Dill,https://247sports.com/Player/RJ-Dill-55522,Trinity,Camp Hill,PA,OL,6-7,274,0.8448,818,63,32,2008
817,Jacquies Smith,https://247sports.com/Player/Jacquies-Smith-54967,South Oak Cliff,Dallas,TX,DL,6-4,220,0.8448,819,23,125,2008
818,Brad Madison,https://247sports.com/Player/Brad-Madison-54936,South Harrison,Bethany,MO,OL,6-5,235,0.8448,820,61,12,2008
819,Jarrett Burns,https://247sports.com/Player/Jarrett-Burns-12554,Lee,Huntsville,AL,DB,6-2,170,0.8448,821,68,36,2008
820,Zach Stadther,https://247sports.com/Player/Zach-Stadther-14216,North Little Rock,North Little Rock,AR,DL,6-1,295,0.8448,822,59,11,2008
821,Mike Jones,https://247sports.com/Player/Mike-Jones-56805,Bishop McDevitt,Harrisburg,PA,DB,5-11,191,0.8444,823,65,33,2008
822,Simoni Lawrence,https://247sports.com/Player/Simoni-Lawrence-55414,Valley Forge Military Academy,HS,Other,DB,6-1,207,0.8444,824,69,34,2008
823,Michael Ricks,https://247sports.com/Player/Michael-Ricks-55842,R A Hubbard Sch,Courtland,AL,DB,6-3,190,0.8444,825,70,37,2008
824,Antonio Harper,https://247sports.com/Player/Antonio-Harper-55115,Melrose,Memphis,TN,LB,6-4,220,0.8444,826,60,22,2008
825,Brandon Kinnie,https://247sports.com/Player/Brandon-Kinnie-11672,Grandview,Hillsboro,MO,WR,6-3,225,0.8444,827,95,13,2008
826,Marcus Benjamin,https://247sports.com/Player/Marcus-Benjamin-4685,Westgate,New Iberia,LA,DB,6-0,190,0.8444,828,66,31,2008
827,Alonzo Whaley,https://247sports.com/Player/Alonzo-Whaley-11736,Madisonville,Madisonville,TX,LB,6-1,213,0.8434,829,61,126,2008
828,Lewis Walker,https://247sports.com/Player/Lewis-Walker-56128,Judge Memorial Catholic,Salt Lake City,UT,DB,5-11,159,0.8434,830,67,7,2008
829,Shiloah Te'o,https://247sports.com/Player/Shiloah-Teo-57000,Kahuku,Kahuku,HI,DB,6-0,185,0.8434,831,71,3,2008
830,Tress Way,https://247sports.com/Player/Tress-Way-23243,Union,Tulsa,OK,P,6-1,215,0.8431,832,1,13,2008
831,Carson Wiggs,https://247sports.com/Player/Carson-Wiggs-55212,South Grand Prairie,Grand Prairie,TX,K,6-0,180,0.8431,833,5,127,2008
832,T.J. Graham,https://247sports.com/Player/TJ-Graham-55309,Wakefield,Raleigh,NC,WR,6-1,167,0.8431,834,96,26,2008
833,Jamal Mosley,https://247sports.com/Player/Jamal-Mosley-56890,Kingsbury,Memphis,TN,TE,6-4,228,0.8431,835,38,23,2008
834,Spencer Benton,https://247sports.com/Player/Spencer-Benton-5467,Myrtle Beach,Myrtle Beach,SC,K,6-2,195,0.8431,836,6,21,2008
835,Tandon Doss,https://247sports.com/Player/Tandon-Doss-55036,Ben Davis,Indianapolis,IN,WR,6-3,195,0.8431,837,97,8,2008
836,Jarell Childs,https://247sports.com/Player/Jarell-Childs-56699,Oak Park,Kansas City,MO,RB,6-3,216,0.8431,838,71,14,2008
837,Lester Ward,https://247sports.com/Player/Lester-Ward-11734,Brenham,Brenham,TX,RB,6-3,186,0.8431,839,72,128,2008
838,Wesley Neighbors,https://247sports.com/Player/Wesley-Neighbors-10726,Huntsville,Huntsville,AL,DB,6-1,205,0.8431,840,72,38,2008
839,John Paul Alford,https://247sports.com/Player/John-Paul-Alford-55904,Kosciusko,Kosciusko,MS,OL,6-3,275,0.842,841,62,18,2008
840,Bret Jefcoat,https://247sports.com/Player/Bret-Jefcoat-55807,Itawamba Agricultural,Fulton,MS,QB,6-1,199,0.842,842,32,19,2008
841,Jahleel Addae,https://247sports.com/Player/Jahleel-Addae-56245,Riverview,Riverview,FL,RB,5-11,170,0.842,843,17,105,2008
842,D.L. Wilhite,https://247sports.com/Player/DL-Wilhite-55463,Bryan Station,Lexington,KY,RB,6-4,235,0.8417,844,53,5,2008
843,Tyler Adetona,https://247sports.com/Player/Tyler-Adetona-55033,Gainesville,Gainesville,GA,WR,6-1,204,0.8417,845,98,57,2008
844,Corrigan Powell,https://247sports.com/Player/Corrigan-Powell-56946,Lakeview Centennial,Garland,TX,DB,5-10,161,0.8417,846,68,129,2008
845,Daniel Jenkins,https://247sports.com/Player/Daniel-Jenkins-54917,Gilmer,Gilmer,TX,OL,6-4,270,0.8417,847,63,130,2008
846,John Cole,https://247sports.com/Player/John-Cole-55042,Somerset,Somerset,KY,WR,6-0,171,0.8417,848,99,6,2008
847,Tyler Urban,https://247sports.com/Player/Tyler-Urban-20494,Norwin,Irwin,PA,TE,6-5,240,0.8417,849,39,35,2008
848,Kevin Claxton,https://247sports.com/Player/Kevin-Claxton-55893,Boyd Anderson,Fort Lauderdale,FL,DB,6-2,192,0.8417,850,73,106,2008
849,Peter Rose,https://247sports.com/Player/Peter-Rose-56833,Amherst County,Amherst,VA,QB,6-1,185,0.8417,851,54,28,2008
850,Randall Cobb,https://247sports.com/Player/Randall-Cobb-37792,Alcoa,Alcoa,TN,WR,5-11,176,0.8417,852,55,24,2008
851,Ryan Wallace,https://247sports.com/Player/Ryan-Wallace-55484,Bowling Green,Bowling Green,KY,TE,6-5,217,0.8417,853,40,7,2008
852,Jarrett Boykin,https://247sports.com/Player/Jarrett-Boykin-56811,Butler,Matthews,NC,WR,6-2,191,0.8417,854,100,27,2008
853,Steven Christian,https://247sports.com/Player/Steven-Christian-56065,John F. Kennedy,Sacramento,CA,DB,6-0,166,0.8417,855,69,90,2008
854,Ben Barber,https://247sports.com/Player/Ben-Barber-56809,Edison,Alexandria,VA,WR,5-11,200,0.8417,856,101,29,2008
855,Jackie Hinton,https://247sports.com/Player/Jackie-Hinton-55585,Channelview,Channelview,TX,WR,5-11,186,0.8417,857,56,131,2008
856,Kevin Frank,https://247sports.com/Player/Kevin-Frank-56095,Elk Grove,Elk Grove,CA,WR,5-10,167,0.8417,858,57,91,2008
857,Troy Franklin,https://247sports.com/Player/Troy-Franklin-56998,Celina,Celina,TX,OL,6-5,270,0.8417,859,64,132,2008
858,Josh Jordan,https://247sports.com/Player/Josh-Jordan-56008,Bishop Gorman,Las Vegas,NV,DB,5-10,167,0.8417,860,70,7,2008
859,Nick McRae,https://247sports.com/Player/Nick-McRae-5949,Dublin,Dublin,GA,OL,6-3,291,0.8417,861,64,58,2008
860,Jon Richt,https://247sports.com/Player/Jon-Richt-55013,Prince Avenue Christian School,Bogart,GA,QB,6-2,185,0.8417,862,33,59,2008
861,David Blackwell,https://247sports.com/Player/David-Blackwell-56548,Cardinal Gibbons,Fort Lauderdale,FL,RB,6-2,207,0.8417,863,58,107,2008
862,Derrick McCoy,https://247sports.com/Player/Derrick-McCoy-56844,Amherst County,Amherst,VA,WR,6-4,230,0.8403,864,102,30,2008
863,Zeb Togiai,https://247sports.com/Player/Zeb-Togiai-56029,Desert Vista,Phoenix,AZ,DL,6-3,254,0.8403,865,47,15,2008
864,Deaunte Mason,https://247sports.com/Player/Deaunte-Mason-37796,Pearl-Cohn,Nashville,TN,RB,6-4,215,0.8399,866,59,25,2008
865,Jeremiah Schwartz,https://247sports.com/Player/Jeremiah-Schwartz-55456,Edgewater,Orlando,FL,RB,5-11,248,0.8399,867,73,108,2008
866,Chandler Spence,https://247sports.com/Player/Chandler-Spence-55814,Lamar,Arlington,TX,TE,6-5,232,0.8399,868,41,133,2008
867,Paul Asack,https://247sports.com/Player/Paul-Asack-55128,Xaverian Brothers,Westwood,MA,K,6-2,205,0.8399,869,7,3,2008
868,Terrance Davis,https://247sports.com/Player/Terrance-Davis-55912,Salem,Conyers,GA,DB,5-11,180,0.8399,870,60,60,2008
869,Dalton Faulds,https://247sports.com/Player/Dalton-Faulds-56196,Nease,Ponte Vedra Beach,FL,OL,6-2,258,0.8399,871,65,109,2008
870,Lonzie Range,https://247sports.com/Player/Lonzie-Range-55451,Creekview,Carrollton,TX,WR,6-2,176,0.8399,872,103,134,2008
871,Roddy Maginot,https://247sports.com/Player/Roddy-Maginot-56055,Bowie,Arlington,TX,WR,5-10,170,0.8399,873,104,135,2008
872,Jordan Polk,https://247sports.com/Player/Jordan-Polk-56455,Lincoln,Portland,OR,WR,5-8,150,0.8399,874,105,3,2008
873,Bryce Ros,https://247sports.com/Player/Bryce-Ros-54855,Kennesaw Mountain,Acworth,GA,TE,6-4,233,0.8399,875,42,61,2008
874,Lekenwic Haynes,https://247sports.com/Player/Lekenwic-Haynes-54947,Terry,Rosenberg,TX,LB,6-4,215,0.8399,876,62,136,2008
875,Brock Fitzhenry,https://247sports.com/Player/Brock-Fitzhenry-55541,Giddings,Giddings,TX,RB,5-9,172,0.8385,877,18,137,2008
876,Marcus Rucker,https://247sports.com/Player/Marcus-Rucker-56542,Whitehaven,Memphis,TN,WR,6-3,172,0.8385,878,106,26,2008
877,Jeremy Coleman,https://247sports.com/Player/Jeremy-Coleman-54994,Fort Bend Marshall,Missouri City,TX,DL,6-2,245,0.8385,879,60,138,2008
878,Nick Adamle,https://247sports.com/Player/Nick-Adamle-55748,Wheaton North,Wheaton,IL,OL,6-5,298,0.8385,880,66,17,2008
879,Max Holloway,https://247sports.com/Player/Max-Holloway-56551,Jefferson,Tampa,FL,DL,6-3,240,0.8385,881,48,110,2008
880,Ryan Lacy,https://247sports.com/Player/Ryan-Lacy-56235,Oakmont,Roseville,CA,RB,5-9,175,0.8385,882,19,92,2008
881,Logan Harrell,https://247sports.com/Player/Logan-Harrell-56175,Santa Margarita Catholic,Rancho Santa Margarita,CA,DL,6-3,250,0.8385,883,49,93,2008
882,Alexander DiSanzo,https://247sports.com/Player/Alexander-DiSanzo-56520,Don Bosco Prep,Ramsey,NJ,LB,6-2,214,0.8385,884,63,17,2008
883,Exavier Johnson,https://247sports.com/Player/Exavier-Johnson-56347,Birmingham,Van Nuys,CA,QB,6-2,194,0.8385,885,61,94,2008
